16,2,47,,RS UMUM DAERAH CILEUNGSI,,JL. RAYA CILEUNGSI-JONGGOL KM.10 CILEUNGSI KAB. BOGOR,"[{""type"": ""phone"", ""phone_number"": ""02189934667""}]"
17,2,30,,RS UMUM DAERAH LEUWILIANG,,JL. RAYA CIBEBER - LEUWILIANG BOGOR,"[{""type"": ""phone"", ""phone_number"": ""02518643290""}]"
18,2,51,,RS UMUM DR MUHAMAD HASSAN TOTO,,"JL. SARDJIO NO. 1, SEMPLAK KEC. KEMANG","[{""type"": ""phone"", ""phone_number"": ""7535976""}]"
19,2,47,,RS UMUM DR. SISMADI,,"JL. RAYA NAROGONG KM.20, CILEUNGSI BOGOR","[{""type"": ""phone"", ""phone_number"": ""82484065""}]"
20,2,47,,RS UMUM HERMINA MEKARSARI,,JL RAYA CILEUNGSI JONGGOL KM 1 CILEUNGSI KAB BOGOR,"[{""type"": ""phone"", ""phone_number"": ""02129232525""}]"
21,2,47,,RS UMUM MARY CILEUNGSI HIJAU,,JL. RAYA NAROGONG KM 21 CILEUNGSI BOGOR,"[{""type"": ""phone"", ""phone_number"": ""02182492222""}]"
22,2,47,,RS UMUM MH. THAMRIN,,"JL. RAYA NAROGONG KM.16, LIMUS NUNGGAL CILEUNGSI, BOGOR","[{""type"": ""phone"", ""phone_number"": ""0218235052""}]"
23,2,45,,RS UMUM PERMATA JONGGOL,,"JL. RAYA CILEUNGSI - JONGGOL, KM. 1, SUKAMANAH - JONGGOL","[{""type"": ""phone"", ""phone_number"": ""02189931222""}]"
24,2,48,,RS UMUM RUMAH SEHAT TERPADU DOMPET DHUAFA,,JL. RAYA PARUNG KM 42 BOGOR,"[{""type"": ""phone"", ""phone_number"": ""02518618651""}]"
25,2,46,,RS UMUM SENTRA MEDIKA CIBINONG,,JL. MAYOR OKING JAYA ATMAJA NO.9 BOGOR,"[{""type"": ""phone"", ""phone_number"": ""02187909999""}]"
26,2,48,,RS UMUM TRIMITRA,,"JL. RAYA JAKARTA BOGOR KM.43, CIBINONG","[{""type"": ""phone"", ""phone_number"": ""8763055""}]"
27,3,77,,RS UMUM BETHA MEDIKA,,"JL. RAYA CISAAT NO.595, SUKABUMI","[{""type"": ""phone"", ""phone_number"": ""0266224128""}]"
28,3,80,,RS UMUM BHAKTI MEDICARE,,"JL. RAYA SILIWANGI NO.186B, CICURUG - SUKABUMI","[{""type"": ""phone"", ""phone_number"": ""0266731555""}]"
29,3,62,,RS UMUM DAERAH JAMPANG KULON,,"JL. CIBARUSAH NO.1 JAMPANG KULON, KAB.SUKABUMI","[{""type"": ""phone"", ""phone_number"": ""0266490009""}]"
30,3,,,RS UMUM DAERAH PALABUHANRATU,,JL. AHMAD YANI NO.2 PALABUHANRATU,"[{""type"": ""phone"", ""phone_number"": ""0266432081""}]"
31,3,74,,RS UMUM HERMINA,,"JL. R.A. KOSASIH CIMAHPAR SUKARAJA,KAB. SUKABUMI","[{""type"": ""phone"", ""phone_number"": ""2666252525""}]"
32,4,,,RS UMUM DAERAH CIMACAN,,"JL. RAYA CIMACAN NO.17, CIANJUR","[{""type"": ""phone"", ""phone_number"": ""0263512465""}]"
33,4,98,,RS UMUM DAERAH PAGELARAN,,JL.RAYA PAGELARAN NO 18 DESA PAGELARAN KEC. PAGELARAN KAB. CIANJUR 43266,"[{""type"": ""phone"", ""phone_number"": ""02632361093""}]"
34,4,,,RS UMUM DAERAH SAYANG,,JL. RUMAH SAKIT NO.1 CIANJUR,"[{""type"": ""phone"", ""phone_number"": ""0263261026""}]"
35,4,106,,RS UMUM DR. HAFIZ,,JLN. PRAMUKA NO. 15 RT 003 RW 002 DESA SUKAMULYA KECAMTAN KARANGTENGAH KABUPATENMORE ...,"[{""type"": ""phone"", ""phone_number"": ""02632910000""}]"
36,5,131,1893,RS UMUM AMC,,Jl. Raya Cileunyi Rancaekek  No 1 RT 01 RW 16 Kel.Andir,"[{""type"": ""phone"", ""phone_number"": ""0227781630""}]"
37,5,130,1891,RS UMUM BINA SEHAT,,Jl. Raya Dayeuhkolot No.325 Bandung,"[{""type"": ""phone"", ""phone_number"": ""0225207963""}]"
38,5,126,1832,RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT,,Jl. Ki Astramanggala Bale Endah Kab. Bandung,"[{""type"": ""phone"", ""phone_number"": ""0225940872""}]"
39,5,122,,RS UMUM DAERAH CICALENGKA,,Jl. H. Darham No.35 Cikopo Cicalengka Kab. Bandung,"[{""type"": ""phone"", ""phone_number"": ""0227949734""}]"
40,5,124,1798,RS UMUM DAERAH MAJALAYA,,Jl. Raya Cipaku No.87 Majalaya Kabupaten Bandung,"[{""type"": ""phone"", ""phone_number"": ""0225950035""}]"
41,5,129,1875,RS UMUM DAERAH SOREANG,,Jl. Alun-Alun Utara No. 1 Soreang,"[{""type"": ""phone"", ""phone_number"": ""0225891355""}]"
42,5,130,,RS UMUM SARTIKA ASIH,,JL. MOCH. TOHA NO. 369 BANDUNG,"[{""type"": ""phone"", ""phone_number"": ""0225229544""}]"
43,5,138,1941,RS UMUM TNI AU LANUD SULAIMAN,,Jl. Raya Terusan Kopo Sayati Margahayu kab. Bandung,"[{""type"": ""phone"", ""phone_number"": ""0225409608""}]"
44,5,137,1933,RS UNGGUL KARSA MEDIKA,,Jl. Taman Kopo Indah Blok H No. 1  Desa Mekar Rahayu  Kecamatan Marga Asih,"[{""type"": ""phone"", ""phone_number"": ""02286011220""}]"
45,6,165,,RS UMUM ANNISA QUEEN,,JLN. JENDERAL SUDIRMAN NO 208 DESA SUCI KALER KECAMATAN KARANGPAWITAN KAB. GARUT,"[{""type"": ""phone"", ""phone_number"": ""2624892700""}]"
46,6,,,RS UMUM DAERAH DR. SLAMET GARUT,,JL. RUMAH SAKIT NO.12 GARUT,"[{""type"": ""phone"", ""phone_number"": ""0262232720""}]"
47,6,166,,RS UMUM DAERAH PAMEUNGPEUK PROV. JABAR,,JL. RAYA MIRAMAREU NO 99 DESA SIRNABAKTI KEC. PAMEUNGPEUK,"[{""type"": ""phone"", ""phone_number"": ""0262521199""}]"
48,6,,,RS UMUM INTAN HUSADA,,JL. SUHERMAN NOMOR 72 DESA TAROGONG KEC. TAROGONG KIDUL,"[{""type"": ""phone"", ""phone_number"": ""2622247769""}]"
49,6,,,RS UMUM TK IV GUNTUR,,JL. BRATAYUDA 101 GARUT,"[{""type"": ""phone"", ""phone_number"": ""0262232325""}]"
50,7,,,RS IBU DAN ANAK DR. HJ. KARMINI EH,,JL.RSU NO 56 TASIKMALAYA,"[{""type"": ""phone"", ""phone_number"": ""0265330644""}]"
51,7,184,,RS IBU DAN ANAK RESPATI,,JALAN RAYA SINGAPARNA KILOMETER 11 CIKUNIR SINGAPARNA KAB. TASIKMALAYA,"[{""type"": ""phone"", ""phone_number"": ""265549337""}]"
52,7,184,,RS UMUM DAERAH SINGAPARNA MEDIKA CITRAUTAMA,,"JL. RANCAMAYA SINGAPARNA, TASIKMALAYA","[{""type"": ""phone"", ""phone_number"": ""0265543456""}]"
53,8,,,RS UMUM AL - ARIF,,"JL. R.E. MARTADINATA NO.158 B, BAREGBEG - CIAMIS","[{""type"": ""phone"", ""phone_number"": ""265777391""}]"
54,8,,,RS UMUM DAERAH KAB. CIAMIS,,JL. RUMAH SAKIT NO.76 CIAMIS,"[{""type"": ""phone"", ""phone_number"": ""0265772118""}]"
55,8,,,RS UMUM PERMATA BUNDA CIAMIS,,JL. MR. IWA KUSUMASOMANTRI NO.1 CIAMIS,"[{""type"": ""phone"", ""phone_number"": ""265771650""}]"
56,8,,,RSU DADI KELUARGA CIAMIS,,"JALAN RE. MARTADINATA NOMOR 333-335 BAREGBEG, CIAMIS","[{""type"": ""phone"", ""phone_number"": ""02657578032""}]"
57,9,,,RS UMUM DAERAH 45 KUNINGAN,,JL. JENDRAL SUDIRMAN NO. 68 KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""0232871885""}]"
58,9,,,RS UMUM DAERAH LINGGAJATI KUNINGAN,,JL. BANDORASA - CILIMUS NO.36 KEC.CILIMUS KAB. KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""0232614884""}]"
59,9,,,RS UMUM EL - SYIFA,,JL. RE. MARTADINATA NO.108 KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""0232876240""}]"
60,9,,,RS UMUM JUANDA,,"JL. IR. H. JUANDA NO. 207, KUNINGAN","[{""type"": ""phone"", ""phone_number"": ""232876433""}]"
61,9,221,,RS UMUM KMC LURAGUNG,,DUSUN RAHAYU RT.002/001 DESA CIRAHAYU KEC. LURAGUNG KAB. KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""232890012""}]"
62,9,224,,RS UMUM KUNINGAN MEDICAL CENTER,,JL.R.E. MARTADINATA NO. 1 KERTAWANGUNAN KEC. SINDANGAGUNG KAB. KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""02328890300""}]"
63,9,229,,RS UMUM SEKAR KAMULYAN,,JL. RUMAH SAKIT NO. 28 KEC. CIGUGUR KAB. KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""873206""}]"
64,9,,,RS UMUM WIJAYA KUSUMAH,,JL. RE MARTADINATA NO. 172 KAB. KUNINGAN,"[{""type"": ""phone"", ""phone_number"": ""0232871565""}]"
65,9,222,,RSU MITRA HUSADA,,JL RAYA SILIWANGI NO 151 CIAWIGEBANG KAB KUNINGAN PROVINSI JAWA BARAT,"[{""type"": ""phone"", ""phone_number"": ""232878560""}]"
66,10,256,,RS IBU DAN ANAK KHALISHAH,,JL. DR. SETIA BUDI NO.8 DESA PEGAGAN PALIMANAN,"[{""type"": ""phone"", ""phone_number"": ""0231342440""}]"
67,10,256,,RS JANTUNG HASNA MEDIKA,,"JL. RADEN GILAP NO 8 PALIMANAN, KABUPATEN CIREBON","[{""type"": ""phone"", ""phone_number"": ""0231343405""}]"
68,10,245,,RS PARU PROVINSI JAWA BARAT,,"JL. PANGERAN KEJAKSAN PO.BOX 4 DESA SIDAWANGI, KECAMATAN SUMBER KAB. CIREBON","[{""type"": ""phone"", ""phone_number"": ""02318330707""}]"
69,10,235,,RS UMUM DAERAH WALED,,"JL. PRABU KIANSANTANG NO. 4 WALED, CIREBON","[{""type"": ""phone"", ""phone_number"": ""0231661126""}]"
70,10,,,RS UMUM MITRA PLUMBON,,JL. RAYA PLUMBON KM.11 CIREBON,"[{""type"": ""phone"", ""phone_number"": ""323100""}]"
71,10,,,RS UMUM PERMATA CIREBON,,JL. TUPAREV NO.117 CIREBON,"[{""type"": ""phone"", ""phone_number"": ""02318338877""}]"
72,10,,,RS UMUM PERTAMINA KLAYAN,,JL. PATRA RAYA KLAYAN NO 1 CIREBON,"[{""type"": ""phone"", ""phone_number"": ""0231224646""}]"
73,10,245,,RS UMUM SUMBER HURIP,,JL. RADEN DEWI SARTIKA NO 15 KEL. TUKMUDAL KEC. SUMBER KAB. CIREBON,"[{""type"": ""phone"", ""phone_number"": ""02318302689""}]"
74,10,,,RS UMUM SUMBER WARAS,,"JL. URIP SUMOHARJO NO.5 CIWARINGIN, KAB. CIREBON","[{""type"": ""phone"", ""phone_number"": ""231341079""}]"
75,10,,,RS UMUM UNIVERSITAS MUHAMMADIYAH CIREBON,,"JL. KH. WAHID HASYIM NO. 8 DESA MERTAPEDA WETAN, KEC. ASTANAJAPURA","[{""type"": ""phone"", ""phone_number"": ""0231638000""}]"
76,11,270,,RS BEDAH BUDI KASIH,,JL. RAYA MAJALENGKA - KADIPATEN KM.7 NO 84,"[{""type"": ""phone"", ""phone_number"": ""02338665508""}]"
77,11,,,RS UMUM DAERAH CIDERES,,JL. RAYA CIDERES - KADIPATEN NO. 180 BOJONG CIDERES DAWUAN,"[{""type"": ""phone"", ""phone_number"": ""0233662082""}]"
78,11,,,RS UMUM DAERAH MAJALENGKA,,JL. KESEHATAN NO.77 MAJALENGKA,"[{""type"": ""phone"", ""phone_number"": ""0233281043""}]"
79,12,283,,RS UMUM DAERAH SUMEDANG,,JL. PRABU GEUSAN ULUN NO 41 JL. PALASARI NO. 80 KABUPATEN SUMEDANG,"[{""type"": ""phone"", ""phone_number"": ""0261201021""}]"
80,12,294,,RS UMUM HARAPAN KELUARGA,,JL RAYA CIPACING - RANCAEKEK KM 20 JATINANGOR SUMEDANG,"[{""type"": ""phone"", ""phone_number"": ""7796335""}]"
81,12,282,,RS UMUM PAKUWON,,JL. RADEN DEWI SARTIKA NO. 17 KEL. REGOL WETAN KEC. SUMEDANG SELATAN KAB. SUMEDAMORE ...,"[{""type"": ""phone"", ""phone_number"": ""0261210834""}]"
82,13,317,,RS UMUM BHAYANGKARA INDRAMAYU,,JL. RAYA PANTURA KM.73-75 LOSARANG - INDRAMAYU,"[{""type"": ""phone"", ""phone_number"": ""0234507878""}]"
83,13,306,,RS UMUM DAERAH KAB. INDRAMAYU,,JL. MURAH NARA NO. 7 SINDANG INDRAMAYU,"[{""type"": ""phone"", ""phone_number"": ""0234272655""}]"
84,13,310,,RS UMUM DAERAH M.A. SENTOT PATROL,,JL. RAYA PATROL KM. 46 PATROL KAB. INDRAMAYU,"[{""type"": ""phone"", ""phone_number"": ""234612715""}]"
85,13,,,RS UMUM MM INDRAMAYU,,JL. LET.JEND SOEPRAPTO NO. 292 INDRAMAYU,"[{""type"": ""phone"", ""phone_number"": ""234277632""}]"
86,13,306,,RS UMUM PERMATA MEDICAL CENTER,,JL. RAYA PANYINDANGAN WETAN KAB. INDRAMAYU,"[{""type"": ""phone"", ""phone_number"": ""0234275112""}]"
87,13,,,RS UMUM PERTAMINA BALONGAN INDRAMAYU,,JL. BUMI PATRA NO. 1 KOMPLEK PERUM PERTAMINA INDRAMAYU.,"[{""type"": ""phone"", ""phone_number"": ""2345256117""}]"
88,14,,,RS UMUM INDOSEHAT 2003,,JL. RAYA SUBANG KM 28 CIPENDEUY SUBANG,"[{""type"": ""phone"", ""phone_number"": ""0260713324""}]"
89,14,,,RS UMUM KHARISMA,,JL. WARUNG CENDOL RT 10 RW 04 RANCASARI PAMANUKAN SUBANG,"[{""type"": ""phone"", ""phone_number"": ""260550911""}]"
90,14,327,,RS UMUM MEKAR ARUM,,"JL. RAYA SADANG-SUBANG KM 17, DS WANTILAN, KEC CIPEUNDEUY KAB. SUBANG","[{""type"": ""phone"", ""phone_number"": ""0260490044""}]"
91,14,339,,RS UMUM MUTIARA HATI,,JL. RAYA PAGADEN RT 15/04 DESA SUKAMULYA KEC.PAGADEN SUBANG,"[{""type"": ""phone"", ""phone_number"": ""0260451828""}]"
92,14,,,RS UMUM PAMANUKAN MEDICAL CENTER (PMC),,"JL. RAYA RANCASARI KM 4,5 DS.RANCASARI KEC.PAMANUKAN KAB.SUBANG","[{""type"": ""phone"", ""phone_number"": ""0260540033""}]"
93,14,,,RS UMUM PTPN VIII,,JL. OTTO ISKANDARDINATA NO.1 KAB. SUBANG,"[{""type"": ""phone"", ""phone_number"": ""0260420406""}]"
94,14,326,,RS UMUM TNI AU LANUD SURYADARMA,,KOMPLEK TNI AU LANUD SURYADARMA KEC. KALIJATI KAB. SUBANG,"[{""type"": ""phone"", ""phone_number"": ""260460364""}]"
95,15,,,RS UMUM AMIRA,,JL. IPIK GANDAMANAH RT 35 / 03 MUNJUL JAYA KAB. PURWAKARTA,"[{""type"": ""phone"", ""phone_number"": ""02648221191""}]"
96,15,,,RS UMUM BHAKTI HUSADA II PURWAKARTA,,JL. RAYA SADANG-SUBANG KM 5 RT 01/01 CIKUMPAY CAMPAKA PURWAKARTA,"[{""type"": ""phone"", ""phone_number"": ""02648225344""}]"
97,15,,,RS UMUM DAERAH BAYU ASIH,,JL. VETERAN NO. 39 PURWAKARTA,"[{""type"": ""phone"", ""phone_number"": ""0264200100""}]"
98,15,,,RS UMUM MH. THAMRIN PURWAKARTA,,JL. RAYA BUNGUR SARI NO. 36 PURWAKARTA,"[{""type"": ""phone"", ""phone_number"": ""2648222222""}]"
99,15,,,RS UMUM RAMA HADI,,KP. CIMAUNG RT 17/04 DESA CIWANGI KEC. BUNGURSARI KAB. PURWAKARTA,"[{""type"": ""phone"", ""phone_number"": ""0264202136""}]"
100,15,,,RS UMUM SILOAM PURWAKARTA,,"JL. BUNGURSARI NO.1, PURWAKARTA","[{""type"": ""phone"", ""phone_number"": ""02648628900""}]"
101,16,,,RS IBU DAN ANAK DR. DJOKO PRAMONO,,"JL. PANATAYUDA I NO.35, KARAWANG","[{""type"": ""phone"", ""phone_number"": ""0267403009""}]"
102,16,354,,RS IBU DAN ANAK MITRA FAMILY,,"JL. RAYA GALUH MAS RT/RW 002/005, DESA SUKAHARJA, KECAMATAN TELUK JAMBE TIMUR","[{""type"": ""phone"", ""phone_number"": ""02678458327""}]"
103,16,356,,RS IBU DAN ANAK SENTUL,,JL. A. YANI NO 16 SENTUL CIKAMPEK KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02648386671""}]"
104,16,359,,RS UMUM AMANDA MITRA KELUARGA,,JL. RAYA BUAHASEUM DESA KARYA MUKTI KEC. LEMAHABANG WADAS KAB. KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""0267511321""}]"
105,16,,,RS UMUM BAYUKARTA,,JL. KERTABUMI NO.44 KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""0267401818""}]"
106,16,368,,RS UMUM CITRA SARI HUSADA,,"JL. RAYA KOSAMBI -TELAGA SARI KM.3 KLARI, KARAWANG","[{""type"": ""phone"", ""phone_number"": ""0267437507""}]"
107,16,354,,RS UMUM DAERAH KARAWANG,,"JL. GALUH MAS RAYA NO.1, SUKAHARJA, TELUK JAMBE, KARAWANG","[{""type"": ""phone"", ""phone_number"": ""0267640444""}]"
108,16,,,RS UMUM DELIMA ASIH SISMA MEDIKA,,"JL. WIRASABA NO.54, JOHAR - KARAWANG","[{""type"": ""phone"", ""phone_number"": ""403073""}]"
109,16,,,RS UMUM DEWI SRI,,JL. ARIF RAHMAN HAKIM NO. 1 A KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""0267402855""}]"
110,16,368,,RS UMUM FIKRI MEDIKA,,JL. RAYA KOSAMBI - TELAGASARI KM 03 KLARI KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02678615555""}]"
111,16,,,RS UMUM ISLAM KARAWANG,,"JL. PANGKAL PERJUANGAN KM.2, KARAWANG","[{""type"": ""phone"", ""phone_number"": ""0267414522""}]"
112,16,,,RS UMUM IZZA,,"JL. RAYA CISELANG CIKAMPEK UTARA, KOTABARU KAB.KARAWANG","[{""type"": ""phone"", ""phone_number"": ""02648386832""}{""type"": ""phone"", ""phone_number"": ""02648386832""}]"
113,16,,,RS UMUM KARYA HUSADA,,JL. JEND. A.YANI NO.98 CIKAMPEK KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""0264316189""}{""type"": ""phone"", ""phone_number"": ""0264316189""}]"
114,16,,,RS UMUM LIRA MEDIKA,,"JL. SYECH QURO NO.14, PALUMBONSARI - LAMARAN, KARAWANG","[{""type"": ""phone"", ""phone_number"": ""02678452555""}]"
115,16,,,RS UMUM MANDAYA,,JL. ARTERI TOL KARAWANG BARAT TELUK JAMBE KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02678643000""}]"
116,16,,,RS UMUM PROKLAMASI,,"JL. RAYA PROKLAMASI KM.2 RENGASDENGKLOK, KARAWANG","[{""type"": ""phone"", ""phone_number"": ""0267482192""}]"
117,16,357,,RS UMUM PURI ASIH,,JL. RAYA JATISARI NO. 3 JATISARI KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02648375276""}]"
118,16,,,RS UMUM ROSELA,,JL. INTERCHANGE TOL KARAWANG BARAT NO.3 KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02678637207""}]"
119,16,356,,RS UMUM SARASWATI,,"JL. JEND. AHMAD YANI NO.27, CIKAMPEK, KAB. KARAWANG","[{""type"": ""phone"", ""phone_number"": ""0264316101""}]"
120,16,357,,RS UMUM SENTRAL MEDIKA,,JL.RAYA CIKALONGSARI NO.42. JATISARI. KAB.KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02648375297""}]"
121,16,,,RS UMUM TITIAN BUNDA,,JLN. IR. H. JUANDA NO 123 CIKAMPEK KARAWANG,"[{""type"": ""phone"", ""phone_number"": ""02648385902""}{""type"": ""phone"", ""phone_number"": ""02648385902""}]"
122,17,,,RS CENKA,,JL.PILAR-SUKATANI DESA SUKARAYA WARUNG POJOK RT. 05 RW. 06 KEC.KARANGBAHAGIA,"[{""type"": ""phone"", ""phone_number"": ""02189121188""}]"
123,17,,,RS GRHA MM2100,,"JL. KALIMANTAN BLOK CB NO.1 KAWASAN INDUSTRI MM2100, GANDASARI, CIKARANG BARAT","[{""type"": ""phone"", ""phone_number"": ""2150570999""}]"
124,17,377,,RS IBU DAN ANAK CAHAYA MEDIKA,,JL. RAYA JEJALEN JAYA NO. 42 KP. KEBON TAMBUN UTARA BEKASI,"[{""type"": ""phone"", ""phone_number"": ""02122137302""}]"
125,17,376,,RS IBU DAN ANAK GIZAR,,JL. VILLA MUTIARA CIKARANG RUKO PASADENA,"[{""type"": ""phone"", ""phone_number"": ""02189677240""}]"
126,17,,,RS IBU DAN ANAK NURUL ANNISA,,"JL. RAYA CIBARUSAH, RT 004/003, DESA SUKARESMIKECAMATAN CIKARANG SELATAN","[{""type"": ""phone"", ""phone_number"": ""0218974897""}{""type"": ""phone"", ""phone_number"": ""0218974897""}]"
127,17,386,,RS IBU DAN ANAK SAYANG BUNDA,,JL. PONDOK UNGU PERMAI SEKTOR V A1 NO 22-26,"[{""type"": ""phone"", ""phone_number"": ""02188983843""}]"
128,17,,,RS UMUM AMANDA,,JL. RAYA SERANG NO. 83 DESA SUKADAMI CIKARANG SELATAN KAB. BEKASI,"[{""type"": ""phone"", ""phone_number"": ""218971643""}]"
129,17,,,RS UMUM AMANDA CIKARANG,,JL. RAYA INDUSTRI NO. 36 CIKARANG UTARA,"[{""type"": ""phone"", ""phone_number"": ""0218900277""}]"
130,17,,,RS UMUM ANNISA BEKASI,,JL. CIKARANG BARU NO.31 CIKARANG UTARA BEKASI,"[{""type"": ""phone"", ""phone_number"": ""0218904165""}]"
131,17,381,,RS UMUM AS-SHOFWAN,,"JL. RAYA KARAWANG - BEKASI KM.30 DS. BOJONGSARI, KEC. KEDUNGWARINGIN.","[{""type"": ""phone"", ""phone_number"": ""02189141890""}]"
132,17,,,RS UMUM ASRI MEDIKA,,JL. CITANDUY RAYA BLOK 11 NO 1 CIKARANG UTARA,"[{""type"": ""phone"", ""phone_number"": ""02189142969""}{""type"": ""phone"", ""phone_number"": ""02189142969""}]"
133,17,,,RS UMUM BHAKTI HUSADA,,JL. R. E. MARTADINATA (BY PASS) CIKARANG - BEKASI,"[{""type"": ""phone"", ""phone_number"": ""0218900531""}{""type"": ""phone"", ""phone_number"": ""0218900531""}]"
134,17,,,RS UMUM BUDI ASIH,,JL. RAYA SERANG-CIBARUSAH 001/001 DS. SERANG KEC. CIKARANG KAB. BEKASI,"[{""type"": ""phone"", ""phone_number"": ""2189677795""}]"
135,17,376,,RS UMUM CIBITUNG MEDIKA,,JL. H. BOSIH NO.117 CIBITUNG KABUPATEN BEKASI,"[{""type"": ""phone"", ""phone_number"": ""02188323444""}]"
136,17,,,RS UMUM CIKARANG MEDIKA,,JL. KH. FUDHOLI NO. 78 CIKARANG UTARA,"[{""type"": ""phone"", ""phone_number"": ""0218902210""}]"
137,17,384,,RS UMUM DAERAH CABANGBUNGIN,,DESA JAYALAKSANA KECAMATAN CABANG BUNGIN KABUPATEN BEKASI,"[{""type"": ""phone"", ""phone_number"": ""02189970347""}]"
138,17,376,,RS UMUM DAERAH KAB.BEKASI,,"JL. TEUKU UMAR CIBITUNG,BEKASI","[{""type"": ""phone"", ""phone_number"": ""02188374444""}]"
139,17,,,RS UMUM DOKTER ADAM TALIB,,JL. TEUKU UMAR NO. 25 CIKARANG BARAT,"[{""type"": ""phone"", ""phone_number"": ""02188332305""}]"
140,17,,,RS UMUM DR. IQBALI TAUFAN,,VILLA MUTIARA CIKARANG 2 BLOK. E3 NO.16-20 SUKASEJATI KEC. CIKARANG SELATAN KAB.MORE ...,"[{""type"": ""phone"", ""phone_number"": ""8971769""}]"
141,17,,,RS UMUM HARAPAN KELUARGA JABABEKA,,JL. KASUARI RAYA KAV. IA & 1B CIKARANG BARU,"[{""type"": ""phone"", ""phone_number"": ""02189840745""}]"
142,17,,,RS UMUM HARAPAN MULIA,,JL. RAYA CIBARUSAH NO. 5 KEBON KOPI CIBARUSAH BEKASI BARAT,"[{""type"": ""phone"", ""phone_number"": ""02189952340""}]"
143,17,377,,RS UMUM HERMINA GRAND WISATA,,JL. FESTIVAL BOULEVARD BLOK J A1 NO.1 LAMBANG SARI TAMBUN SELATAN BEKASI,"[{""type"": ""phone"", ""phone_number"": ""02182651212""}]"
